,question,answer
5511,"Walk away, Jack.","Walking away, yes, sir. Here we are walking away."
5513,It sounds far away.,Not far enough. Come on.
5516,Where are we going?,I'll tell you when we get there.
5517,I'll tell you when we get there.,Well. I'm glad we... WHOAA!!
5518,"You really scared me, you shithead.",Are you going to help me up?
5519,Nice to see you.,"Get the fuck out of here, Jack."
5520,"Get the fuck out of here, Jack.",Thanks a lot.
5521,Thanks a lot.,This is too much. I can't handle this.
5522,This is too much. I can't handle this.,"I'm aware that I don't look so great, but I thought you'd be glad to see me."
5525,"I'm sorry to be upsetting you, David, but I had to come.",Aren't you supposed to be buried in New York someplace?
5526,Aren't you supposed to be buried in New York someplace?,Yeah. Your parents came to my funeral. I was surprised at how many people came.
5527,Yeah. Your parents came to my funeral. I was surprised at how many people came.,Why should you be surprised? You were a very well-liked person.
5528,Why should you be surprised? You were a very well-liked person.,Debbie Klein cried a lot.
5529,Debbie Klein cried a lot.,I can't stand it.
5530,I can't stand it.,So you know what she does? She's so grief stricken she runs to find solace in Rudy Levine's bed.
5531,So you know what she does? She's so grief stricken she runs to find solace in Rudy Levine's bed.,Rudy Levine the shmuck?
5532,Rudy Levine the shmuck?,Life mocks me even in death.
5536,"David, now I know this may be hard for you, but I have to warn you.","Warn me? Will you get out of here, you meat loaf?"
5537,"Warn me? Will you get out of here, you meat loaf?","I'm a grisly sight, it's true; but I love you and that's why I'm here. You've got to know."
5540,We were attacked by a werewolf.,I'm not listening!
5541,I'm not listening!,"On the moors, we were attacked by a lycanthrope, a werewolf."
5542,"On the moors, we were attacked by a lycanthrope, a werewolf.","Shut up, you zombie!"
5545,What's wrong with you? Shut up!,The wolf's bloodline must be severed. The last remaining werewolf must be destroyed.
5546,The wolf's bloodline must be severed. The last remaining werewolf must be destroyed.,Will you be quiet?!
5549,You survived and now you shall continue the curse.,What are you talking about? I won't accept this! Get out! God damit!
5550,What are you talking about? I won't accept this! Get out! God damit!,Remember what that guy at The Slaughtered Lamb said? 'Beware the moon.'
5551,Remember what that guy at The Slaughtered Lamb said? 'Beware the moon.',"Stop it, Jack."
5552,"Stop it, Jack.","Beware the moon. The full moon, David. You've got two days."
5553,"Beware the moon. The full moon, David. You've got two days.","Jack, please go away. Please go away."
5554,"Jack, please go away. Please go away.",You'll stalk the streets of London a creature of the night.
5555,You'll stalk the streets of London a creature of the night.,You're talking like Boris Karloff! It's movie dialogue!
5563,You're not real.,"Don't be an asshole, David. Come here."
5564,What are you doing here?,I wanted to see you.
5565,I wanted to see you.,"Okay, you've seen me. Now go away."
5566,"Okay, you've seen me. Now go away.","David, I'm sorry I upset you yesterday, but you must understand what is going on."
5567,"David, I'm sorry I upset you yesterday, but you must understand what is going on.",I understand all right. You're one of the undead and I'm a werewolf.
5570,"Get out of here, Jack!","David, tomorrow night is the full moon. You'll change, you'll become..."
5571,"David, tomorrow night is the full moon. You'll change, you'll become...","A monster. I know, I know."
5572,"A monster. I know, I know.","You must take your own life now, David, before it's too late."
5573,"You must take your own life now, David, before it's too late.","Jack, are you really dead?"
5574,"Jack, are you really dead?",What do you think?
5580,"Hi, Jack.","Hi, David."
5581,"What can I say, Jack?",You don't have to say anything.
5582,You don't have to say anything.,"Aren't you going to say, 'I told you so'?"
5583,"Aren't you going to say, 'I told you so'?","If I was still alive, I probably would."
5584,"If I was still alive, I probably would.",You look awful.
5585,You look awful.,Thank you.
5592,Because this must be stopped.,How shall I do it?
5593,I could hang myself.,"If you did it wrong, it would be painful. You'd choke to death."
5594,Dr. Hirsch?,"Come in, come in. Please sit. Some tea?"
5595,"No, thank you, Doctor.","Well, then, what can I do for Scotland Yard?"
5596,You were saying?,Has David Kessler anything to say concerning the attack on the moors?
5597,Has David Kessler anything to say concerning the attack on the moors?,Why don't we ask him?
5599,What can we do to assist you?,"Stay here. If we need you, we'll know where to reach you."
5601,"Lt. Villiers and Sgt. McManus are here to see you, Doctor.",Send them in.
5602,Excuse me.  Yes?,"Roger Mathison, Doctor."
5603,"Roger Mathison, Doctor.",What here?
5604,What here?,He's on the telephone.
5606,"Hello, there. What can I get you?",Campari and soda would do nicely.
5607,Campari and soda would do nicely.,"Sorry, love."
5608,"Sorry, love.",I suppose Guinness will suffice.
5612,Hot chocolate?,"We've got spirits and beer. If it's something hot you want, you can have tea."
5613,"We've got spirits and beer. If it's something hot you want, you can have tea.",Then you have some hot tea?
5617,Remember the Alamo?,I beg your pardon?
5618,"No, thank you.","I'd like some tea, please."
5622,"Lieutenant, the boy seems pretty lucid to me and...","And what, Sergeant?"
5623,"And what, Sergeant?","I don't rightly know, sir."
5626,"Hello, Tom.",You here again? What do you want?
5627,"What do you suppose anybody wants? Money, money, money!","Listen, I told you I wasn't interested in that deal, didn't I?"
5628,"Listen, I told you I wasn't interested in that deal, didn't I?",I want to know why .
5631,What's the idea of turning her down? It sounds like a perfectly safe investment.,She's a widow. I don't like taking mortgages from widows.
5632,She's a widow. I don't like taking mortgages from widows.,Why not?
5633,"If she can't pay, I'll have to foreclose, won't I?",Yes - sure聴
5634,Yes - sure聴,Yeah - sure!
5637,No kidding?,"No kidding. When I saw it, you could'a knocked me over with a pin."
5638,"No kidding. When I saw it, you could'a knocked me over with a pin.",Where's Matt?
5641,Yeah. He'll have a tough time thinking up a wise-crack for this one . . .,The detectives got Matt up there in Sampson's office.
5644,"Say Matt, I'll have to have some money for those Manville payrolls.",How much?
5645,How much?,About twenty-four thousand.
5646,About twenty-four thousand.,It was more than that last week.
5651,Let me have ten bucks?,"Ten bucks? Say, if I had ten bucks, I'd quit."
5652,"Ten bucks? Say, if I had ten bucks, I'd quit.",Charlie!
5655,Whose death?,It'll be yours if you don't kick in with that ten bucks.
5656,It'll be yours if you don't kick in with that ten bucks.,"Say pal, did you ever hear of a Depression?"
5657,"Say pal, did you ever hear of a Depression?","Aw, nerts!"
5658,Where you been?,Where do you think I've been?  I took the baby for a stroll in the park.
5659,"What's the matter, Charlie?","I'm fourteen cents out, and it took me half an hour to find the mistake. And me with a date, too."
5660,"I'm fourteen cents out, and it took me half an hour to find the mistake. And me with a date, too.",I remember once when your account checked.
5663,Mr. Dickson in yet?,"Not yet, Mr. Clark."
5664,"Not yet, Mr. Clark.","When he comes in, tell him we're waiting for him in the board room."
5665,"When he comes in, tell him we're waiting for him in the board room.","Yes, sir."
5666,"Yes, sir.",And tell him not to delay.
5667,And tell him not to delay.,"Yes, sir."
5669,"Don't make me laugh, Schultz!",Dickson doesn't have to go. But he must agree to this merger with New York Trust聴
5670,Dickson doesn't have to go. But he must agree to this merger with New York Trust聴,What good will that do?
5672,How are you protecting your depositors? By making a lot of idiotic loans!,"Take it easy, Clark."
5681,We want to talk to you.,What about?
5682,What about?,We'll discuss that in the board room.
5686,"That sounds very simple, Dickson, but why should we jeopardize our personal fortunes?","I have everything I own in it. It's your bank as well as mine, isn't it?"
5691,"Dickson, I'd like to talk to you about the bank.",The bank. All right. Do anything you want with it.
5692,Come out here you pawnbrokers - take a look at this!,We've been waiting fifteen minutes聴
5694,"I hope you don't mind me asking you a few questions, Mr. Cluett.","Of course, yes. Just what would you like to know, Inspector?"
5695,"Of course, yes. Just what would you like to know, Inspector?",Where were you at twelve o'clock last night?
5696,Where were you at twelve o'clock last night?,That's very simple. I was home.
5697,"That is simple, isn't it? I assume you can prove that if necessary.","Oh yes, of course. There was someone with me. A lady."
5698,"Oh yes, of course. There was someone with me. A lady.","Looks like you're going to have no trouble at all. What was the lady's name, Mr. Cluett?"
5702,You understand?,"Why, of course."
5705,"Stand back Inspector, or I'll shoot. Drop that gun.","All right, Jack, all right."
5706,"Don't be a fool, Cluett. This is only going to make it worse for you.","Stand back, Inspector. Let me out of here, or I'll shoot you!"
5707,What were you doing at Finlay's this morning?,They took my keys yesterday. I went there to get them back.
5712,"Confessed! Cluett, in heaven's name, what got into you?","I don't know. It's all been like a crazy nightmare, Mr. Dickson."
5713,"I don't know. It's all been like a crazy nightmare, Mr. Dickson.",What happened?  You're not a thief. How'd you get mixed up with these kind of people?
5714,What happened?  You're not a thief. How'd you get mixed up with these kind of people?,Gambling - I owed them a lot of money. Last week I lost over fifty thousand dollars!
5715,Gambling - I owed them a lot of money. Last week I lost over fifty thousand dollars!,Fifty thousand dollars!
5716,Fifty thousand dollars!,"But I didn't kill that man last night. Honest I didn't, Mr. Dickson!"
5717,What was my wife doing in your apartment last night?,"Nothing, nothing, Mr. Dickson. Don't pay any attention to me. I don't know what I'm saying."
5718,"Nothing, nothing, Mr. Dickson. Don't pay any attention to me. I don't know what I'm saying.",You just mentioned her name. What was she doing there? What was she doing in your apartment?
5719,You just mentioned her name. What was she doing there? What was she doing in your apartment?,She just came up for a drink. Just for a few minutes.
5721,"You know what we do to welchers, Cluett, don't you?","I know, I know, Dude. Oh, I must have been crazy! I lost my head completely!"
5722,"I know, I know, Dude. Oh, I must have been crazy! I lost my head completely!",That's your funeral. We've got fifty thousand dollars comin' to us.
5723,That's your funeral. We've got fifty thousand dollars comin' to us.,I haven't got it.
5725,"I'm sorry, Dude, but聴I聴",That don't do us any good.
5726,That don't do us any good.,"But after all, you can't take blood from a stone."
5727,"But after all, you can't take blood from a stone.",We can take blood from anything 聴  If it's comin' to us.
5728,"Good heavens, man! You're not suggesting that I聴",Why not?
5729,Why not?,"Why, I couldn't do that . . . !"
5730,"Why, I couldn't do that . . . !",You don't have to do nothing.
5731,What do you mean?,"All you gotta do is fix a few things for us , and we'll do the rest, see?"
5732,"Dude - there's not any chance of my becoming involved in this, is there?","You? No, you'll be all right, so long as you establish an alibi for tonight."
5733,"You? No, you'll be all right, so long as you establish an alibi for tonight.","know, but聴"
5734,"know, but聴",Be sure you're with somebody responsible in case any questions are asked. Understand?
5735,Be sure you're with somebody responsible in case any questions are asked. Understand?,"But Dude, listen - couldn't we make this some other time?"
5736,"But Dude, listen - couldn't we make this some other time?","Listen, buddy, you're getting by pretty easy. Quit squawking!"
5737,This won't do. Not during business hours . . .,"Why, I needed a聴"
5738,What is the matter with you? You're trembling?,"Am I? Why, I - I don't know any reason why I should be, unless of course it's you . . ."
5743,"Well, you can. You always could.",Liar! You're just suffering from lack of sleep.
5745,What is?,"聴running around. Not your work.  You'd better start reforming, Cyril!"
5746,"聴running around. Not your work.  You'd better start reforming, Cyril!","If I thought you were the slightest bit interested, I would."
5747,"If I thought you were the slightest bit interested, I would.","Not bad, not bad at all. Do you know something? I've always been curious about your line."
5751,"But you see, it isn't blarney where you're concerned.","Now let me see, what comes next?  Oh yes, I know - what are you doing tonight, Phyllis?"
5752,Doesn't that come next?,"Yes, yes, it does. What are you doing tonight, Phyllis?"
5753,"Yes, yes, it does. What are you doing tonight, Phyllis?","See, we're getting along famously!"
5757,"Well, what?","Well, aren't you going to invite me?"
5758,"Well, aren't you going to invite me?",You? No can do. It's all set. Just a few of Tom's closest friends.
5759,You? No can do. It's all set. Just a few of Tom's closest friends.,"Now Phyllis, if you don't invite me, I'm coming anyway."
5760,"Now Phyllis, if you don't invite me, I'm coming anyway.","Don't be silly, Cyril. These are respectable people. They'd probably bore you to death."
5761,"Don't be silly, Cyril. These are respectable people. They'd probably bore you to death.","No, they won't. Not when you are there. Oh, please, be a sport. Please ask me."
5762,"No, they won't. Not when you are there. Oh, please, be a sport. Please ask me.",Why are you so anxious?
5763,Why are you so anxious?,Don't you know?
5767,Don't you know I've been crazy about you for years?,"Now wait a minute, wait a minute..."
5768,"Now wait a minute, wait a minute...","I've loved you ever since I can remember, long before you married Tom Dickson."
5769,"I've loved you ever since I can remember, long before you married Tom Dickson.","Why, Cyril, you're insane聴"
5772,What's this?,My apartment.
5773,My apartment.,I knew I couldn't trust you. You told me you were taking me home.
5774,I knew I couldn't trust you. You told me you were taking me home.,"Come on up for just a few minutes. We'll have just one drink, then we'll go."
5775,"Come on up for just a few minutes. We'll have just one drink, then we'll go.",No. I know the answer to that one.  I think you'd better take me home.
5776,No. I know the answer to that one.  I think you'd better take me home.,What's the matter? Afraid papa will spank?
5780,"Oh, you're not so badly off. There's something much worse than being a misunderstood wife.","What is that, Mr. Bones?[7]"
5781,"What is that, Mr. Bones?[7]",A misunderstood bachelor.
5782,"And now fair woman, I have you in my power.",I'm not afraid of you. You haven't got a moustache!
5783,I'm not afraid of you. You haven't got a moustache!,I'll grow a moustache by the time you get out of here.
5784,"Why, Matt!",What are you doing here?
5785,Are the payrolls ready for tomorrow?,"Yes, sir."
5786,"Yes, sir.","Let me see your cash book, will you?"
5789,The butler said I could stay. I told him it was important.,"Oh, yeah?"
5790,"Well, I thought I'd like to have a little talk with you.",I'm listening.
5798,That will be just about enough! Now get out of here!,I guess I have said enough  I'm just wasting my breath talking to you.
5799,"Good morning, Mr. Dickson.","John, how's your wife this morning?"
5800,"John, how's your wife this morning?","Much better this morning, thank you."
5801,"Much better this morning, thank you.",Got a handkerchief?
5802,Excuse me聴,Wait a minute.  How do you feel this morning?
5803,Wait a minute.  How do you feel this morning?,I'm feeling fine this morning.
5804,I'm feeling fine this morning.,That makes it unanimous. I feel all right too.
5805,That makes it unanimous. I feel all right too.,Thank you!
5806,Shall we let the people come in?,"Of course, let them in! You're late now."
5807,"Good morning, Mr. Dickson. My wife is much better this morning.","Well, that's too bad. Mine's all right too."
5808,"Well, look who's here! Hello, dear.","Hello, darling."
5810,"It's amazing that your sweet, lovely, gorgeous wife can ever get to see you.",Oooh! That has the earmarks!
5811,What's the matter dear? What have I done now?,"Nothing. Tom, I thought you were going out with me tonight."
5812,"Nothing. Tom, I thought you were going out with me tonight.","Oh, I did have a date with you tonight, didn't I?"
5815,"Now Tom, you simply cannot go to Philadelphia tonight. That's all there is to it.","But I have to go, dear. It's a very important banker's meeting."
5818,"Listen, it isn't so terribly important. We can go to the theatre any time.",The theatre?
5819,The theatre?,"That's what it was you planned, wasn't it?"
5820,"That's what it was you planned, wasn't it?","Yes, of course."
5821,"Yes, of course.",You can take some of the girls. You can take Mildred - or Gwynn聴
5825,"Listen, don't go around being attractive to anyone but me . . .",Well . . .
5828,All right. I'll postpone the whole thing until tomorrow night.,Happy now?
5831,"Last night? Er - why - uh, last night . . .","Listen, dear. Now tell me the truth about this. Were you in Cluett's apartment?"
5832,"Listen, dear. Now tell me the truth about this. Were you in Cluett's apartment?","In Cluett's apartment? Well dear, you see, I . . . I . . ."
5833,Good morning.,"Helen, you're becoming more beautiful every day. What are we going to do about it?"
5834,"Helen, you're becoming more beautiful every day. What are we going to do about it?",I don't know.
5835,I don't know.,Guess we'll just have to sacrifice the bank. When are you and Matt going to get married?
5836,Guess we'll just have to sacrifice the bank. When are you and Matt going to get married?,"Why - well, I聴"
5837,"Why - well, I聴","Ummm. Stalling, eh?  Anything new?"
5838,"Ummm. Stalling, eh?  Anything new?","Why, the directors are waiting for you in the board room."
5839,"Why, the directors are waiting for you in the board room.","Directors, eh? Long faces?"
5841,"Helen, tell Matt I want to see him.","Yes, sir."
5842,"Oh, Mr. Dickson - they're going to arrest Matt. They think he did it!",Where is he now?
5843,Where is he now?,In Mr. Sampson's office.
5844,In Mr. Sampson's office.,Now don't you worry about it.
5846,"You want the rest of those numbers, Mr. Dickson?","Numbers? No, never mind."
5847,"Good morning, Helen.",Good morning.
5848,Good morning.,"Say, I know what's the matter with you. Matt!"
5853,Mr. Sampson . . .,All right. Send him in.
5856,"Good morning, Mrs. Pembroke.","Good morning, Mr. Dickson."
5857,"Good morning, Mr. Dickson.",Got my letter?
5858,Got my letter?,"Yes, thank you."
5859,"Yes, thank you.","Hello, Helen."
5862,Wait a minute. Where's your uniform?,I haven't any.
5863,I haven't any.,You haven't got a uniform?
5864,You haven't got a uniform?,"No, sir."
5865,"No, sir.","My goodness, you ought to have a uniform. How much does one cost?"
5866,"My goodness, you ought to have a uniform. How much does one cost?","Why, I don't know."
5867,"Why, I don't know.",You see Sampson. Tell him I sent you. You've got to have a uniform.
5868,"Oh, make that uniform blue.","Yes, sir."
5869,"Well, well, well - got your uniform, eh?","Yes, sir."
5870,"Yes, sir.",Looks good. How much did it cost?
5871,Looks good. How much did it cost?,I don't know. Mr. Sampson bought it for me.
5873,What's the matter? You don't seem very excited about it.,"Sure, I think it's swell."
5877,"Well, I聴","I suppose you want me to fix that up for you too, eh?"
5878,I already told him I was home.,There you are.
5880,No. I won't.,You're protecting somebody.
5881,You're protecting somebody.,"No, I'm not Mr. Dickson!"
5883,"We haven't got much time left, Mr. Dickson. We've got to do something quick or it'll be too late.",Why wouldn't you tell me where you were last night?
5884,Why wouldn't you tell me where you were last night?,"You're not giving up, are you, Mr. Dickson?"
5885,"You're not giving up, are you, Mr. Dickson?",Were you in Cluett's apartment?
5886,Were you in Cluett's apartment?,"Oh, I can explain about that later. You're losing your bank - don't you realize what that means?"
5887,"Oh, I can explain about that later. You're losing your bank - don't you realize what that means?",Was Mrs. Dickson there?
5890,Wait a minute. Answer my question. Was Mrs. Dickson there?,Well . . . uh . . . I . . .
5891,Well . . . uh . . . I . . .,"She was, wasn't she? How long has this been going on? Do you know?"
5892,"She was, wasn't she? How long has this been going on? Do you know?","Aw, I don't know what you're talking about. All I know is that you're losing your bank and聴"
5893,"Aw, I don't know what you're talking about. All I know is that you're losing your bank and聴","All right. That's all.  Please, Matt."
5894,I want you both to take the day off. Go downtown and get a license and get married right away!,But I haven't . . .
5895,But I haven't . . .,"I don't want to hear any more about it. If you don't get married, I'll fire both of you."
5898,"I'm afraid I must, Mr. Dickson.",Why pick on him ?
5901,What time did this thing happen?,The clock opposite the vault was stopped by a bullet at 12:09.
5902,The clock opposite the vault was stopped by a bullet at 12:09.,"All right. If the boy proves an alibi, he's all right, isn't he?"
5903,"All right. If the boy proves an alibi, he's all right, isn't he?","If he can do it, yes."
5907,What are you talking about? He had no more to do with it than you did.,"Maybe. But I'm taking no chances.  Why, this kid's got a record."
5909,Of course it's true - and he knows it.,"Listen, Matt. If you don't tell the truth, I can't help you. Where were you last night?"
5910,"You were right, Mr. Dickson! Brown didn't have anything to do with it. Here's your man.","Why, you must be crazy. I've known this man for years."
5911,"Why, you must be crazy. I've known this man for years.",He's just confessed. He's been mixed up with the toughest gangsters in town.
5912,My wife? What's she got to do with you?,No wonder he didn't want to mention her name.
5915,"Well, Sampson, what is it?",Here's the data on the Clyde deal.
5921,The lobby's half filled now.,What are you talking about?
5922,They've been coming in steady all morning. I have called for some extra police.,All right. Send down to the vaults and have our reserve cash sent up here right away.
5923,All right. Send down to the vaults and have our reserve cash sent up here right away.,"We haven't much on hand, you know. If it gets any worse, I hope we don't have to close the doors."
5925,"Look at them, Mr. Dickson. They're going crazy.",Did you get the case for the securities?
5926,Did you get the case for the securities?,"Yes, sir."
5927,"Yes, sir.",Mine too?
5928,Mine too?,"Yes, sir. But soon as our money runs out, they'll mob the place."
5931,We can't keep open till four o'clock. We haven't cash enough to last an hour.,Don't you think I know it?
5935,"Yes, ma'am, you can deposit your money here.",Is it safe?
5936,Is it safe?,Absolutely.
5937,Absolutely.,"It's his life insurance money, you know."
5940,"How-do-you-do, Mrs. Dickson.",Is that busy husband of mine busy?
5941,Is that busy husband of mine busy?,He's at a board meeting.
5942,He's at a board meeting.,"Board meeting. Oh, that means hours, I suppose."
5943,"Board meeting. Oh, that means hours, I suppose.",I'm afraid so.
5944,I'm afraid so.,"Helen, did you ever try competing with a bank?"
5949,"Hello, Helen!","Matt, come here!"
5952,"Hey, look out, somebody's likely to see us!","Oh, is that so?"
5953,What did you do with it?,With what?
5954,With what?,The ten dollars.
5955,The ten dollars.,"Oh, ten dollars聴"
5961,"All right, I'm lying. Don't forget you called me a liar.","Oh, Matt."
5962,"Say, I just heard the merger isn't going thru. Isn't that grand?","Yeah, swell."
5964,"What's the matter, Matt? Gee, I thought you'd be thrilled to death.","Come here.  You know, a few minutes ago I was in Cluett's office and Mrs. Dickson was there."
5965,"Come here.  You know, a few minutes ago I was in Cluett's office and Mrs. Dickson was there.",Well . . . ?
5966,Well . . . ?,"Well, he was making love to her."
5967,"Oh Matt, you must be mistaken.","I tell you, I saw them!"
5968,In Cluett's office?,"Yes, right in his office, the rat. I'd like to take a crack at that guy."
5969,What's keeping you?,"Oh, Charlie again."
5970,"Oh, Charlie again.","Say Matt, you haven't done anything about what you saw today, have you?"
5971,"Say Matt, you haven't done anything about what you saw today, have you?","Who? Cluett? No, not yet. But I'd like to take a crack at that stiff- necked, horse dollar.[6]"
5972,"Who? Cluett? No, not yet. But I'd like to take a crack at that stiff- necked, horse dollar.[6]","Oh now, don't be silly."
5973,"Oh now, don't be silly.",Can you imagine that guy? He was kissing her.
5974,Can you imagine that guy? He was kissing her.,"Now you've got me worried, dear.  Promise me you won't butt in."
5975,"Now you've got me worried, dear.  Promise me you won't butt in.","Okay, honey - but just the same I'd like to take a crack at that聴"
5976,Shh . . . !  I'll wait for you upstairs.,"All right, dear."
5977,"Oh, Matt . . .","Don't cry, honey. Everything's gonna be all right."
5978,"What's he doing, honey? Is he getting any help?",Something's happened. He isn't trying anymore.
5979,Something's happened. He isn't trying anymore.,They must have turned him down.
5980,They must have turned him down.,Yes. He called some of the biggest people in town.
5981,Yes. He called some of the biggest people in town.,"Sure, they'd turn him down. He ought to know that. I'm going in there and talk to him."
5982,Did you talk to him?,"Yeah.  I got an idea. Come on, let's get to a telephone."
5983,Dickson's in a jam I tell you. The run's getting worse.,Mr. Williams . . .
5986,Did you say Dude Finlay?,"Yes, why?"
5987,"Yes, why?",He was in the bank yesterday.
5988,He was in the bank yesterday.,He was here?
5989,He was here?,He came to see Mr. Cluett.
5990,He came to see Mr. Cluett.,Are you sure?
5991,Are you sure?,"Yes, sir."
5994,Never mind all that. What did you find out?,He left here about an hour ago and went down to Dude Finlay's joint.
5995,He left here about an hour ago and went down to Dude Finlay's joint.,Dude Finlay?
5996,Dude Finlay?,"Yes, sir."
5997,"Do you know this young man, Mrs. Halligan?",Sure I do. He has the best room in me house. The one with the fancy wallpaper.
5998,"聴for the rheumatism, you know.","What time was it, Mrs. Halligan?"
5999,"What time was it, Mrs. Halligan?","It was late, I know. The Dooley sisters was already in. They work at a show, you know."
6004,I don't care about the Dooley sisters - what time did he get in?,"That's just what I'm trying to tell you, sir. It was a half hour after the Dooley sisters . . ."
6005,"That's just what I'm trying to tell you, sir. It was a half hour after the Dooley sisters . . .",Was it twelve o'clock?
6006,"Yes, I guess it was one, 'cause...",It couldn't have been earlier?
6007,It couldn't have been earlier?,No. It wasn't earlier because...
6008,No. It wasn't earlier because...,"Yes, I know. Cause the Dooley sisters weren't in yet."
6009,"Yes, I know. Cause the Dooley sisters weren't in yet.","No - because me clock struck four, and when it strikes four, it's one."
6010,"No - because me clock struck four, and when it strikes four, it's one.",There you are!
6011,"Listen here, young man - nobody ever called me a liar yet and got away with it聴","That's all, Mrs. Halligan. Thanks."
6013,wasn't anywhere near this place聴,"Sit down! When the watchman surprised you, you shot him - what'd you do with the gun?"
6014,"Sit down! When the watchman surprised you, you shot him - what'd you do with the gun?",I didn't do it! I haven't got a gun!
6015,I didn't do it! I haven't got a gun!,"You used to carry a gun, didn't you?"
6016,Then who changed it?,I don't know.
6019,What time did you get in?,"Well, about - uh - eleven o'clock."
6020,"Well, about - uh - eleven o'clock.","Eleven o'clock, eh? Are you sure it was that?"
6022,"But I wasn't here, Mr. Dickson. Honest I wasn't . . .",Then where were you?
6023,"You're carrying too much money on you, Hank. You better turn some in tonight.","Okay, Matt."
6024,How are you fixed?,"I'm okay, Matt."
6025,"I'm okay, Matt.",You've got enough?
6026,That mug reminds me of a guy with his second dollar.,"Yeah, what did he do with his first one?"
6027,"Yeah, what did he do with his first one?",Bought himself a pocketbook!
6028,Everybody in?,I guess so.
6029,I guess so.,Where's Charlie?
6030,Where's Charlie?,"Charlie's upstairs as sore as a pup. He's out fourteen cents, and he can't find it."
6032,You can ride like that?,"I said like a Comanche, not this Comanche."
6033,I think I may just go on to the reservation.,"Tom, I'm this close to coming with you..."
6034,I couldn't lose him.,"Jim Younger, I told you--"
6035,This is healing?,Sometimes a wound will kill.
6036,Sometimes a wound will kill.,Now you tell us.
6037,Gatling! They've got a Gatling!,"Dammit, this stopped being fun about two years ago!"
6038,He's smiling.,Never a good thing.
6039,Never thought that pissant town would look so pretty.,Anywhere nobody's shooting at me is pretty.
6040,Your Ma wouldn't let us leave until we ate something.,That was two hours ago.
6041,"Here's Liberty's favorite son!  I'll never forget what you did, cousin.","Zee, I'm pleased you came."
6042,"Our place, Clell Miller's, Sammy Johnston, the Creeders. Will Hite.",The sheriff says it was a gang of drunk Kansas boys.
6043,The sheriff says it was a gang of drunk Kansas boys.,I say we ride into town and kill us some Pinkertons and railroad men.
6044,These are deeds and mortgages of farms the bank was holding for the railroad.,Better pass them over here before something happens to 'em.
6045,"Uhh, yeah it does.","You stay out of this, Bob."
6048,"We got a problem here, brother?","Frankly, yes. I'm feeling a little left out."
6050,This is the best score yet.,It's still taking too long. The people used to snap to.
6051,It's still taking too long. The people used to snap to.,That was because of... the reputation the gang had.
6052,That was because of... the reputation the gang had.,"As long as people think Jesse's still riding, we will never get the respect we deserve."
6053,"As long as people think Jesse's still riding, we will never get the respect we deserve.","Cole, we're outlaws. Not exactly the most respectable job, if you know what I mean."
6054,"Cole, we're outlaws. Not exactly the most respectable job, if you know what I mean.","Leave me alone, Bob."
6055,How'd they --,What have you done?
6056,What have you done?,I ain't done --
6057,I ain't done --,WHAT HAVE YOU DONE?!
6060,I swear --,Swear on Jimmy's grave.
6061,"I'm sorry, Cole.",You're just upset about Jesse. We all are.
6062,"Things changed when you quit the gang. For example, I'm now the one who says ""Let's ride.""",He's not bad at it.
6063,He's not bad at it.,It's tougher than it looks.
6064,"My plan of lying here pissing myself seems to be working mighty fine, thank you.",I can hit those boys from here. We just need a distraction.
6065,Yesterday.,"Well, somebody better go tell THE DAMN YANKEES!"
6068,"Jesus mercy, that's Charlie Higgins, Dave Laller ...",... Will Perry ...
6069,"Cole, I want to get to the farm, make sure Little Jim and the girls are okay.","Stop by our spread after that, tell our Ma we're all right. We'll go to Doc Mimms."
6071,Oh no...,He just lost his temper a little.
6073,They said because the detectives were working for the Department of the Interior --,The Army can hang him.
6074,The Army can hang him.,Tomorrow.
6077,You have no shame.,Not yet. But I'm hoping.
6078,But if we take their money and supplies...,Exactly.
6083,"Okay, folks, I think we know how this is going to go...",One false move and I'll blow your heads off!
6084,Beg pardon?,"You heard me, Jesse. You know how crazy I get!"
6085,"This is about the ""Wanted!"" Posters, isn't it.",Yes. I am obviously not standing out in people's minds at the robberies.
6086,The things a fella has to do to get a little respect around here...,You are a fine figure of a man.
6087,You are a fine figure of a man.,"Listen, Jesse, we've got a problem.  It's Cole."
6088,"Listen, Jesse, we've got a problem.  It's Cole.",He's been full of vinegar lately.
6089,He's been full of vinegar lately.,He's planning a job.
6092,"Listen, he's my brother and I don't want to start trouble...",Tell me.
6094,What you sayin' boy?,I think I recognize you.
6098,"'Bout time you got here, buddy.",What's going on?
6099,"Ride with me, cousin?",I could use the walk.
6100,I could use the walk.,"Suit yourself. We'll have some horses waiting for you at the road.  Let's ride, Rangers!"
6101,Where you boys going?,There's Yankees back there. Lot's of 'em.
6102,"Home, boys. Back to our farms.",Planting corn. Harvesting corn. Year after year.
6103,"Hands off your hip, Cole.","You're not scared, are you?"
6104,"You're not scared, are you?","Pick your fights, cousin. You taught me that."
6105,Not now.,What is wrong with you?
6106,What is wrong with you?,"In case we have to kill these sonofabitches, I don't want them to see us coming."
6107,You ever notice Zerelda's eyes?,She got two of them.
6108,She had a moustache.,She was European!
6109,She was European!,"All right, calm down. I'll agree Sadie was a woman --"
6110,Thanks for the help.,"After all you did on our farm?  You miss it, don't you Jesse?"
6111,"After all you did on our farm?  You miss it, don't you Jesse?","The war? What, are you crazy?  There are things I miss about it."
